label_id,tenant_id,survey_participation_id,participant_id,survey_id,question_id,evaluated_at,score,sentiment,risk_flag,tags,summary,checked_at,created_at,updated_at,should_display,display_label,display_note,severity,confidence,themes,risk_flags,action,label_payload,label_version,prompt_version,label_model,input_fingerprint,labeled_at
163,1,161,1,1768899655024,110,2026-01-20 09:14:04.344126+00,0.100,negative,f,"[""kalite"", ""memnuniyetsizlik"", ""yapay zeka"", ""hizmet""]","Katılımcı, yapılan işlerin kalitesiz olduğunu ve özellikle yapay zeka hizmetlerinde kalite sorunları yaşadığını belirtmiştir.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,t,Düşük Hizmet Kalitesi Memnuniyetsizliği,"Katılımcı, yapay zeka hizmetlerinde kalite sorunları yaşadığını ve memnun olmadığını belirtmiştir.",0.400,0.900,"[""process""]",[],watch,"{""action"": ""watch"", ""themes"": [""process""], ""severity"": 0.4, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı, yapay zeka hizmetlerinde kalite sorunları yaşadığını ve memnun olmadığını belirtmiştir."", ""display_label"": ""Düşük Hizmet Kalitesi Memnuniyetsizliği"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,387cc4dbad9e342374ea5cedbad601f2548da991ee6795a1390280ecbb510fb5,2026-01-20 12:53:09.731223+00
164,1,162,1,1768899655024,111,2026-01-20 09:14:06.32621+00,0.500,neutral,f,"[""normal"", ""duygu yok""]",Katılımcı durumu normal olarak değerlendiriyor.,2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,f,,,0.000,0.500,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.5, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,d6c5cd6cdaa9da1647c2b03f52dbda5c2f0f407b01c5b5d71aa37a3f24b44a58,2026-01-20 12:53:09.731223+00
165,1,163,1,1768899655024,112,2026-01-20 09:14:07.246993+00,1.000,positive,f,"[""memnuniyet"", ""olumlu""]",Çalışan çok memnun olduğunu belirtiyor.,2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,064cd57fc996659822bdaef033178a7afda1a9c2b469b44e5bbde66ffe21a17a,2026-01-20 12:53:09.731223+00
166,1,164,1,1768899655024,113,2026-01-20 09:14:08.337316+00,0.500,neutral,f,"[""iletişim"", ""gelişim"", ""normal""]","Katılımcı, iletişimlerin normal olduğunu ve geliştirilmesi gerektiğini belirtmiştir.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,t,Communication needs improvement,Participant finds communication normal but believes it should be improved.,0.300,0.800,"[""communication""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication""], ""severity"": 0.3, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Participant finds communication normal but believes it should be improved."", ""display_label"": ""Communication needs improvement"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,ae75c2da3493855ae658f9f4de85180b25d0f8fc775ccf05d2830569244b0f47,2026-01-20 12:53:09.731223+00
167,1,165,1,1768899655024,114,2026-01-20 09:14:09.47128+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,ece7ae7081622935900fbb7d7482369652e1bc69c44852ffd099b460c54b4f36,2026-01-20 12:53:09.731223+00
168,1,166,1,1768899655024,115,2026-01-20 09:14:10.825326+00,0.100,negative,f,"[""olumsuz geri bildirim"", ""gece çalışma"", ""verimlilik""]","Katılımcı, Kerem'in gece kod yazmasının kötü olduğunu belirtiyor.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,t,Concerns about night work,"The respondent views Mirza's habit of coding at night negatively, indicating possible workload or work-life balance issues.",0.300,0.800,"[""workload"", ""work_life_balance""]",[],watch,"{""action"": ""watch"", ""themes"": [""workload"", ""work_life_balance""], ""severity"": 0.3, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""The respondent views Mirza's habit of coding at night negatively, indicating possible workload or work-life balance issues."", ""display_label"": ""Concerns about night work"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,865dba837d16ac1e9d211bf10069d6e077528e92023e25179e4de2c13112e98a,2026-01-20 12:53:09.731223+00
169,1,167,45,1768906676837,121,2026-01-20 11:01:05.907248+00,0.200,negative,f,"[""memnuniyetsizlik"", ""yapay zeka"", ""ürün kalitesi""]","Katılımcı, genel olarak çok memnun olmadığını ve özellikle yapay zeka ürünlerinden oldukça memnuniyetsiz olduğunu belirtmiştir.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,t,Memnuniyetsizlik: Yapay Zeka Ürünleri,"Katılımcı, yapay zeka ürünlerinden oldukça memnuniyetsiz olduğunu belirtmiştir.",0.300,0.900,"[""tools_systems""]",[],watch,"{""action"": ""watch"", ""themes"": [""tools_systems""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı, yapay zeka ürünlerinden oldukça memnuniyetsiz olduğunu belirtmiştir."", ""display_label"": ""Memnuniyetsizlik: Yapay Zeka Ürünleri"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,dd381479753d47eb7b64a9340eb8bede93def75ff17fb72634b2d871e61618d8,2026-01-20 12:53:09.731223+00
170,1,168,45,1768906676837,122,2026-01-20 11:01:07.06559+00,0.900,positive,f,"[""kolaylık"", ""olumlu""]","Katılımcı, sürecin çok kolay olduğunu belirtmiş.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,6a6d5f5084125a9543ab3b92d39078cc41c0fa97777d2dedcb05d9e558c1a737,2026-01-20 12:53:09.731223+00
171,1,169,45,1768911671441,123,2026-01-20 12:24:04.532272+00,0.100,negative,f,"[""iletişim"", ""sorun"", ""memnuniyetsizlik""]","Katılımcı, özellikle iletişim konusunda ciddi sorunlar yaşandığını belirtmiştir.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,t,İletişim Kalitesi Sorunu,"Katılımcı, hizmetlerin genel kalitesinden memnun olmadığını ve özellikle iletişimde ciddi sorunlar yaşandığını belirtmiştir.",0.700,0.900,"[""communication""]",[],follow_up,"{""action"": ""follow_up"", ""themes"": [""communication""], ""severity"": 0.7, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı, hizmetlerin genel kalitesinden memnun olmadığını ve özellikle iletişimde ciddi sorunlar yaşandığını belirtmiştir."", ""display_label"": ""İletişim Kalitesi Sorunu"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,108b39fd2d9c336a4961aae69c2b265076af94468d141fa53a1e46c0d6b390b3,2026-01-20 12:53:09.731223+00
172,1,170,45,1768911671441,124,2026-01-20 12:24:07.355461+00,0.100,negative,f,"[""iletişim sorunu"", ""kavga"", ""çalışan ilişkileri"", ""memnuniyetsizlik""]","Katılımcı, özellikle Emre Bey ile yaşanan kavga ve iletişim sorunları nedeniyle beklentilerinin karşılanmadığını belirtmiştir.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,t,Communication issues with colleague Emre Bey,Participant reports unmet expectations due to a conflict and communication problems with Emre Bey.,0.400,0.900,"[""communication"", ""team_dynamics""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication"", ""team_dynamics""], ""severity"": 0.4, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant reports unmet expectations due to a conflict and communication problems with Emre Bey."", ""display_label"": ""Communication issues with colleague Emre Bey"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,7cdd23079c795f57f08694b76c77ab9e9e0c23bffeb170c908ea1a62e6193026,2026-01-20 12:53:09.731223+00
173,1,171,45,1768911671441,125,2026-01-20 12:24:08.55321+00,1.000,positive,f,"[""memnuniyet"", ""olumlu"", ""iş ortamı""]","Katılımcı, her şeyden memnun olduğunu ve iş ortamını iyi bulduğunu belirtmiştir.",2026-01-20 12:53:09.731223+00,2026-01-20 12:53:09.392774+00,2026-01-20 12:53:09.731223+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,b4a2850a0250c88ef1ae88deae43beb1dfdabb52ba6493eec0c80cff47324aed,2026-01-20 12:53:09.731223+00
174,1,172,45,1768914962568,126,2026-01-20 13:19:07.260142+00,0.100,negative,f,"[""memnuniyetsizlik"", ""ai agent"", ""ürün eleştirisi""]","Katılımcı, NovaVeri'un ai agent ürünlerinden memnun olmadığını ve asla memnun olmadığını belirtmiştir.",2026-01-20 13:20:03.137781+00,2026-01-20 13:20:02.413783+00,2026-01-20 13:20:03.137781+00,t,Memnuniyetsizlik: AI Agent Ürünleri,"Katılımcı, NovaVeri'un AI agent ürünlerinden memnun olmadığını belirtmiştir.",0.300,0.900,"[""tools_systems""]",[],watch,"{""action"": ""watch"", ""themes"": [""tools_systems""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı, NovaVeri'un AI agent ürünlerinden memnun olmadığını belirtmiştir."", ""display_label"": ""Memnuniyetsizlik: AI Agent Ürünleri"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,4ce7403e3ced8dea4141504a1211f4362bcae8890619fcd37109aa7a452371d0,2026-01-20 13:20:03.137781+00
175,1,173,45,1768914962568,127,2026-01-20 13:19:09.098402+00,0.500,neutral,f,"[""beklenti"", ""ürün memnuniyeti"", ""orta""]","Katılımcı, NovaVeri ürünlerinin beklentilerini orta düzeyde karşıladığını belirtmiştir.",2026-01-20 13:20:03.137781+00,2026-01-20 13:20:02.413783+00,2026-01-20 13:20:03.137781+00,f,Moderate product satisfaction,Participant indicates NovaVeri products met expectations moderately.,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant indicates NovaVeri products met expectations moderately."", ""display_label"": ""Moderate product satisfaction"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,568fa9a1f15a4cf6dcdda485a6d07e742293cd3979637ab7bfb68f3105135f97,2026-01-20 13:20:03.137781+00
176,1,174,45,1768914962568,128,2026-01-20 13:19:10.569109+00,1.000,positive,f,"[""kolaylık"", ""başarı"", ""memnuniyet""]","Katılımcı, sürecin tamamen kolay olduğunu ve bu konuda çok iyi olduklarını belirtiyor.",2026-01-20 13:20:03.137781+00,2026-01-20 13:20:02.413783+00,2026-01-20 13:20:03.137781+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,0e570a3e02bd66623eed700036cabe37d0b48ed04ca9f76571af47d08e5236a3,2026-01-20 13:20:03.137781+00
177,10,175,59,1769063411081,180,2026-01-22 06:39:05.139292+00,0.950,positive,f,"[""memnuniyet"", ""olumlu""]",Katılımcı memnun olduğunu belirtmiştir.,2026-01-22 06:40:02.946724+00,2026-01-22 06:40:01.995758+00,2026-01-22 06:40:02.946724+00,f,,,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,b95d0e308b0658f910e641ce36c7f885dc98109b5e488b72531987c8aae40619,2026-01-22 06:40:02.946724+00
178,10,176,59,1769063411081,181,2026-01-22 06:39:06.446705+00,1.000,positive,f,"[""memnuniyet"", ""internet hızı"", ""güvenilirlik"", ""Turkcell""]","Katılımcı, AtlasTel'in internet hızından ve güvenilirliğinden tamamen memnun olduğunu belirtmiştir.",2026-01-22 06:40:02.946724+00,2026-01-22 06:40:01.995758+00,2026-01-22 06:40:02.946724+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,06437c46dce0fa29f943491666488af896a12af9492d62b2b418a1bcbed82a77,2026-01-22 06:40:02.946724+00
179,10,177,59,1769063411081,182,2026-01-22 06:39:08.97486+00,0.800,positive,f,"[""olumlu"", ""memnuniyet""]","Katılımcı, durumu olumlu bulduğunu belirtmiş.",2026-01-22 06:40:02.946724+00,2026-01-22 06:40:01.995758+00,2026-01-22 06:40:02.946724+00,f,,,0.000,0.800,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,114f2c4344e8441566b8e8d59728584589bbeb9ca6012f3e29d178687f1a9f2e,2026-01-22 06:40:02.946724+00
180,10,178,59,1769063411081,183,2026-01-22 06:39:10.194156+00,1.000,positive,f,"[""memnuniyet""]",Katılımcı çok memnun olduğunu belirtmiş.,2026-01-22 06:40:02.946724+00,2026-01-22 06:40:01.995758+00,2026-01-22 06:40:02.946724+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,0a7f9475485887b04007bce2e7132b595cd20748362b21235ceb0adfed284131,2026-01-22 06:40:02.946724+00
181,1,179,25,1768651046622,20,2026-01-22 09:42:04.514745+00,0.950,positive,f,"[""uzmanlık"", ""bilgi birikimi"", ""tecrübe""]","Katılımcı, ekibin uzman olduğunu ve 15 yıllık bilgi birikimiyle bunu kanıtladığını belirtiyor.",2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,f,,,0.000,0.950,"[""learning_development""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""learning_development""], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,766df5983bda9b7797e576f93ec51f86a7e3596786008c41ca496984f785a40f,2026-01-22 09:43:02.627638+00
182,1,180,25,1768651046622,21,2026-01-22 09:42:06.572943+00,0.950,positive,f,"[""profesyonellik"", ""iletişim"", ""ekip"", ""olumlu deneyim""]","Katılımcı, NovaVeri ekibinin profesyonellik ve arkadaşça iletişimi iyi dengelediğini, olumsuz bir durumla karşılaşmadığını belirtmiştir.",2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,t,Positive communication experience with NovaVeri team,The respondent appreciates the professional and friendly communication style of the NovaVeri team and reports no negative experiences.,0.000,0.950,"[""communication"", ""culture"", ""team_dynamics""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""communication"", ""culture"", ""team_dynamics""], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""The respondent appreciates the professional and friendly communication style of the NovaVeri team and reports no negative experiences."", ""display_label"": ""Positive communication experience with NovaVeri team"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,894d93873710d38dc77488e79e10daf8deec3717840cbc5d435bc5a098137e39,2026-01-22 09:43:02.627638+00
183,1,181,25,1768651046622,22,2026-01-22 09:42:07.627854+00,0.900,positive,f,"[""memnuniyet""]",Katılımcı memnun olduğunu belirtmiş.,2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,8563a1c04a3db43bf78ad34a0a4da606eea90d9f27ca5adce6b9a8c63f1e40bb,2026-01-22 09:43:02.627638+00
184,1,182,25,1768651046622,23,2026-01-22 09:42:09.606386+00,0.500,neutral,f,"[""anlayışsızlık"", ""soru"", ""şeffaflık"", ""hizmet süreçleri""]","Katılımcı, hizmet süreçlerinin şeffaflığının ne anlama geldiğini anlamadığını belirtmiş ve açıklama istemiştir.",2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,f,Unclear understanding of service process transparency,Participant does not understand the meaning of service process transparency and asks for clarification.,0.000,0.900,"[""communication"", ""process""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""communication"", ""process""], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant does not understand the meaning of service process transparency and asks for clarification."", ""display_label"": ""Unclear understanding of service process transparency"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,63ed45a4d87ae6628644778d4b8ca4c1702ff875dfd1e154dc4f8cd924048253,2026-01-22 09:43:02.627638+00
185,1,183,25,1768651046622,24,2026-01-22 09:42:11.670907+00,0.500,neutral,f,"[""şeffaflık"", ""hizmet süreçleri"", ""memnuniyet""]","Katılımcı, hizmet süreçlerinin şeffaflığını tatmin edici bulduğunu belirtmiştir.",2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,t,Tatmin Edici Hizmet Süreçleri Şeffaflığı,"Katılımcı, NovaVeri ürünlerinin işlevselliğiyle ilgili hizmet süreçlerinin şeffaflığını tatmin edici bulduğunu belirtmiştir.",0.200,0.800,"[""process"", ""communication""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""process"", ""communication""], ""severity"": 0.2, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Katılımcı, NovaVeri ürünlerinin işlevselliğiyle ilgili hizmet süreçlerinin şeffaflığını tatmin edici bulduğunu belirtmiştir."", ""display_label"": ""Tatmin Edici Hizmet Süreçleri Şeffaflığı"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,b4d31646a7e3b7e26a8180525ce84d079d9295d54ae070be9055f359eb173e36,2026-01-22 09:43:02.627638+00
186,1,184,25,1768651046622,25,2026-01-22 09:42:12.778052+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir şekilde 'Evet' yanıtı vermiştir.,2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,7e5911569db4f099cfb3e0683cb31ed81f8a14c2429b1482b486eed4fd8c60b5,2026-01-22 09:43:02.627638+00
187,1,185,25,1768651046622,26,2026-01-22 09:42:14.0113+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,f9550a7e283179abf2102f83345c5f2262013bc6e5e8a81783f86c4a0eb54f6e,2026-01-22 09:43:02.627638+00
188,1,186,25,1768651046622,27,2026-01-22 09:42:15.069307+00,1.000,positive,f,"[""high satisfaction""]","The participant gave the highest possible score, indicating complete satisfaction.",2026-01-22 09:43:02.627638+00,2026-01-22 09:43:01.830553+00,2026-01-22 09:43:02.627638+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,f7bf892f3f5d215ba18f0829752d7940bce4465e4e83c90e82f60302d3bfa4b8,2026-01-22 09:43:02.627638+00
189,10,187,59,1769086951202,222,2026-01-22 13:04:04.946421+00,1.000,positive,f,"[""memnuniyet"", ""olumlu""]",Katılımcı çok memnun olduğunu belirtmiş.,2026-01-22 13:05:02.956094+00,2026-01-22 13:05:02.246799+00,2026-01-22 13:05:02.956094+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,fa7729ccdf7aa8f8b572cb568db31a4425e6f2ffc9c694bfc3a1ba904770e77a,2026-01-22 13:05:02.956094+00
190,10,188,67,1769086951202,222,2026-01-22 13:04:07.25572+00,0.950,positive,f,"[""memnuniyet"", ""ücret"", ""firma"", ""takdir""]","Çalışan, firmadan çok memnun olduğunu ve yüksek maaş aldığı için firmayı çok sevdiğini belirtiyor.",2026-01-22 13:05:02.956094+00,2026-01-22 13:05:02.246799+00,2026-01-22 13:05:02.956094+00,t,High satisfaction due to good compensation,Employee expresses strong satisfaction with the company primarily because of high pay.,0.100,0.950,"[""compensation"", ""recognition"", ""culture""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""compensation"", ""recognition"", ""culture""], ""severity"": 0.1, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""Employee expresses strong satisfaction with the company primarily because of high pay."", ""display_label"": ""High satisfaction due to good compensation"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,1ca5319bfc85e3cd97cbaa1ab10b0b4d0b0f5e6a87012744e3ba54b090768963,2026-01-22 13:05:02.956094+00
191,10,189,60,1769107371206,233,2026-01-22 18:44:04.514173+00,1.000,positive,f,"[""tatmin"", ""memnuniyet""]","Çalışan, mevcut durumdan çok tatmin olduğunu belirtmiştir.",2026-01-22 18:45:02.973038+00,2026-01-22 18:45:02.253727+00,2026-01-22 18:45:02.973038+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,3104dbff544ac482a7157941617d0c4cb34c959fcefefce4799685dd7e8a1657,2026-01-22 18:45:02.973038+00
192,10,190,60,1769108529703,234,2026-01-22 19:05:05.883066+00,0.100,negative,f,"[""çekim sorunu"", ""memnuniyetsizlik"", ""mobil hat"", ""altyapı""]","Katılımcı, hattının her yerde çekmediğinden memnun olmadığını belirtmiştir.",2026-01-22 19:06:02.967537+00,2026-01-22 19:06:02.234335+00,2026-01-22 19:06:02.967537+00,t,Mobil iletişim hizmetlerinde çekim sorunu,"Katılımcı, hattının her yerde çekmediğinden memnun olmadığını belirtmiştir.",0.300,0.900,"[""tools_systems""]",[],watch,"{""action"": ""watch"", ""themes"": [""tools_systems""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı, hattının her yerde çekmediğinden memnun olmadığını belirtmiştir."", ""display_label"": ""Mobil iletişim hizmetlerinde çekim sorunu"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,73a069b6f214ddf6dcfc94f3ef1e6b1280d92aa25a0038094a99c66c224076ee,2026-01-22 19:06:02.967537+00
